"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.66.2777.01A.01R.1201.07"	3422.8541	1081.8325	236.3349	934.8078	2710.0579	523.644	224.5392	22636.7562	418.7088	2648.5519	1715.8504	2070.1422	896.0506	1150.9215	980.7267	4685.4134	952.08	80937.7567	277.6198	1592.8383	2049.0785	5935.5366	5546.9194	1707.0037	1685.0974	4034.1232	634.0179	143.2333	1758.8204	926.3823	860.6635	301.6324	114.5866	3999.5787	774.3023	3312.4803	2325.4344	1014.8499
"TCGA.66.2778.01A.02R.0851.07"	2030.6723	779.8319	343.2773	1221.8487	1363.0252	1026.0504	186.1345	52591.5966	317.521	4146.6387	2824.3697	1405.4622	3005.4622	394.1176	1996.6387	5960.084	374.7899	136665.9664	336.9748	771.4286	2688.6555	3927.8193	4527.7311	3799.1597	2388.2353	1251.2605	1350.8403	201.2605	847.0588	576.4706	707.9832	675.6303	76.4706	4504.6218	240.3361	4282.7731	1976.4706	588.6555
"TCGA.66.2780.01A.01R.0851.07"	2255.195	832.665	210.7182	1527.16	3213.9993	626.3215	135.6179	27780.1677	433.4561	2107.911	1667.1528	1466.6424	1340.4739	610.6453	1107.5465	5482.3186	737.1491	158625.2279	476.4856	1512.2129	2942.7634	4760.8494	5661.3197	2596.0627	1908.8589	2546.1174	926.358	215.093	1414.1451	726.9413	841.0499	406.1247	145.0966	3561.4291	628.5089	2829.0193	2604.4477	1294.9326
"TCGA.66.2781.01A.01R.0851.07"	2609.2762	847.5053	260.3654	496.8377	3107.168	529.5151	166.1982	22486.2966	506.1068	3580.4638	1812.0169	1944.8349	1615.6008	1163.3872	1151.792	5194.6592	802.1785	124934.2937	249.8243	1353.8299	1744.9051	5197.2909	6572.3823	2917.7793	2257.2031	3777.2312	1135.9803	339.0724	1907.941	1012.6493	708.714	627.8988	179.1989	4606.8166	663.0358	3499.2973	2788.4751	1328.8826
"TCGA.66.2782.01A.01R.0851.07"	2379.9346	1005.695	389.1299	756.0144	4229.6298	666.0364	217.1425	17171.5201	413.2281	2891.5807	1139.1679	1397.1491	1953.6182	873.2182	1337.7171	4687.1563	612.5808	99210.2024	678.3212	1577.4371	3228.5831	5732.7405	4914.9235	3014.0968	2210.2713	2989.8592	1122.2348	182.6122	1330.4126	958.5479	356.9238	418.3479	172.6548	3150.2259	488.7366	3283.6988	2724.5735	1720.8707
"TCGA.66.2783.01A.01R.1201.07"	2702.381	1131.9876	180.6418	442.5466	4108.1781	336.4389	217.9089	21688.9234	336.2681	2795.0311	2059.5238	1419.2547	754.1408	797.1014	1000	6527.9503	1165.1139	230524.3271	243.7888	1316.7702	1312.6294	3440.3054	6397.5155	2793.9959	1237.5776	3890.2692	650.6211	85.4037	915.6315	698.2402	844.7205	213.2505	97.8261	3327.1222	483.4369	3754.6584	1973.0849	1519.1511
"TCGA.66.2785.01A.01R.0851.07"	3659.0631	946.6395	131.9756	420.7739	8580.4481	1630.9572	415.4786	30026.8839	764.11	5563.7475	1470.0611	1467.2098	3148.5825	1139.3075	1381.6701	9269.6538	873.7271	188769.0428	1296.945	1973.5234	5147.8615	6795.4542	9747.8615	5139.3075	2306.3136	4600.8147	2614.664	435.4379	3440.7332	522.1996	653.3605	978.0041	396.334	3922.6069	1478.2077	6532.7902	3077.8004	2803.2587
"TCGA.66.2786.01A.01R.0851.07"	2828.7606	702.7379	168.1157	457.6879	3296.7777	619.0363	182.0066	21052.5753	348.4519	1809.0248	937.815	1561.4816	991.954	760.0825	1161.8506	3807.536	688.847	140373.0602	708.793	1607.4284	2027.7177	5687.0946	4487.1224	1939.0296	1681.8695	5050.2388	888.3063	219.4053	1088.8342	774.3296	702.3818	482.9765	160.2798	3703.176	580.5691	2779.6081	3031.0694	1396.5714
"TCGA.66.2787.01A.01R.0980.07"	4460.9107	898.6254	205.756	694.1581	3091.0653	568.7285	179.9828	27981.5292	493.9991	1818.299	1555.4124	2899.055	947.5945	1075.1718	1076.4605	3786.9416	823.4536	115575.1718	374.1409	1538.2302	1141.7526	4722.8952	4259.0206	2262.457	1830.756	3730.6701	751.2887	262.457	1164.0893	1489.6907	1283.9347	582.9038	126.2887	5518.4708	830.3265	3886.5979	2817.4399	1253.4364
"TCGA.66.2788.01A.01R.0980.07"	2393.3038	922.5012	199.7046	1639.3895	3048.7445	485.6721	114.6233	19402.0679	232.4372	1733.9242	1017.0359	1922.5997	1003.6238	1371.1472	1132.4471	4170.9503	897.6859	137602.3634	308.0256	1743.7715	1672.8705	4033.481	4371.8365	1363.6632	1426.2925	2570.5564	946.9227	198.129	827.5726	980.7976	433.2841	322.5997	109.1088	2915.2142	567.9961	2428.7543	2027.7696	1099.3599
"TCGA.66.2789.01A.01R.0980.07"	2930.1457	1154.6507	349.6451	584.9832	3544.6395	367.2021	152.783	49840.1195	239.8581	2132.6111	1078.0725	1733.2835	889.802	927.1573	1676.5035	3206.9481	656.7053	79648.1136	388.4946	1546.1337	2482.6298	4334.8487	4579.0064	2214.4191	1264.8487	2878.969	973.1042	481.5092	759.0586	893.9111	301.4569	363.8401	149.7945	3050.4296	815.4651	2865.5211	2248.0388	1114.6806
"TCGA.66.2790.01A.01R.0980.07"	3002.7454	1141.0432	159.5745	314.3445	4535.6898	490.048	221.0021	11866.1633	317.7076	2196.2938	952.9856	2219.9725	892.9307	1317.0899	965.3397	6953.6719	1282.4296	68514.07	501.0295	2353.8092	1841.7982	3776.8325	6023.3356	1766.987	1554.221	3516.4722	878.8607	455.731	1625.6005	970.8305	876.8016	655.4564	147.2203	2755.3191	951.9561	3473.919	2798.5587	1436.5134
"TCGA.66.2791.01A.01R.0980.07"	2477.2816	1051.6505	262.1359	678.0583	2705.6311	738.6408	264.8544	24341.3592	358.6951	1815.534	1129.3204	1858.2524	679.1495	1025.2427	1325.0485	5012.0388	928.5437	96296.699	334.3689	1606.2136	2425.2427	5379.5379	4779.8058	2282.7184	1866.4078	3245.0485	1119.2233	364.2718	1116.1165	789.1262	504.0777	586.4078	108.7379	4692.8155	469.9029	4362.7184	2805.0485	1140.5825
"TCGA.66.2792.01A.01R.0980.07"	3778.2576	1053.0972	246.6655	1088.617	3432.9259	671.9168	236.7989	42588.2775	493.5546	2219.0028	1035.3373	1878.9333	806.4317	1356.3313	931.08	3971.6433	1104.0747	138527.999	629.1615	2285.1091	1339.5581	3560.7776	3135.9406	1412.2422	1239.9052	4383.7392	805.4451	548.2552	933.0533	1084.3415	575.8817	862.0137	211.4745	2473.5616	976.4665	2491.6504	2343.6511	1146.8301
"TCGA.66.2793.01A.01R.1201.07"	3539.0545	1372.0452	296.5057	107.9137	9213.7718	452.7235	194.7585	12974.3063	482.333	1451.6958	798.0473	2371.0175	1287.7698	1287.2559	1183.4532	7262.0761	1056.0123	68107.3998	913.6691	2198.8695	1365.3649	3627.1377	6019.0134	2199.8972	1985.6115	4170.6064	839.6711	553.443	1552.4152	2219.9383	479.9589	598.1501	378.2117	3798.0473	867.4203	3812.4358	4096.6084	2306.2693
"TCGA.66.2794.01A.01R.1201.07"	2426.6543	1774.6414	191.578	1232.2999	5975.9371	654.3267	200.3702	69387.3207	677.3392	2178.621	2435.9093	1691.3466	1871.3559	863.4891	1023.6002	8855.1596	1292.4572	185140.2129	456.733	1519.6668	2610.8283	7270.2962	9260.9903	3117.5382	2301.2494	5891.254	1199.9075	309.1161	1841.7399	1358.1675	1556.224	918.0935	110.5969	5970.3841	868.5794	5746.8764	4466.4507	1981.0273
"TCGA.66.2795.01A.02R.0980.07"	2266.3941	863.0288	237.1442	506.3689	1949.3631	856.1095	335.2728	44090.5803	415.8264	2656.3925	1684.5416	2040.5724	1309.6399	674.9489	1259.9465	8635.32	817.7386	198284.6359	313.2568	1500.2359	1691.4609	3763.2332	3891.8069	1785.8154	2609.2153	2714.8923	827.1741	183.6767	1026.5765	773.7066	406.3532	506.998	103.1609	4573.0461	639.7232	2719.2955	2139.9591	995.754
"TCGA.66.2800.01A.01R.1201.07"	1963.0769	794.7253	167.033	847.4725	2784.1758	643.0769	171.4286	25586.8132	453.3538	2049.6703	2048.3516	1683.956	1196.044	762.6374	1154.7253	3871.2088	738.022	127509.011	330.1099	1140.2198	1639.5604	4510.2769	4960.8791	1915.6044	1679.1209	3378.022	747.6923	322.1978	1468.1319	977.1429	720.4396	591.6484	87.033	4203.5165	608.3516	2895.8242	1835.6044	1101.978
"TCGA.68.7755.01A.11R.2125.07"	3920.9816	1027.2398	246.624	1396.0954	4279.9599	302.8011	136.1216	24963.6546	443.2564	2249.2476	1380.6621	2098.0014	706.1347	1124.1608	853.4609	5060.267	1047.6117	140267.6132	223.7827	1672.0426	1178.1773	3867.4435	5655.992	2098.3101	1408.442	4459.6034	625.6656	177.4828	1155.0274	1307.1996	1083.7256	347.8663	120.997	3411.9917	692.0287	2605.1393	2709.4683	1278.8024
"TCGA.68.7756.01A.11R.2125.07"	2658.0253	1196.8234	193.4854	1166.7945	3558.5839	326.2938	164.6948	24808.8558	355.264	1956.5246	1038.6298	1473.8946	850.4071	838.0241	1255.0238	5159.4049	736.7925	128184.5572	285.4297	1481.0148	1559.3377	4794.7298	4731.8795	2182.8252	1640.1372	3606.2587	896.5341	252.9241	982.9059	1255.643	891.2713	238.6836	61.9153	3683.3433	599.3404	2839.7469	2185.3018	1214.4693
"TCGA.68.7757.01B.11R.2296.07"	1980.7107	820.3046	138.5787	363.9594	5432.9949	385.7868	188.3249	26782.7411	129.5381	2424.8731	772.0812	1615.736	664.467	884.7716	855.8376	2346.1929	842.132	76223.3503	467.0051	1500	2200.5076	3244.6041	6526.3959	2093.401	1539.0863	1649.7462	782.7411	430.4569	785.2792	2177.665	578.1726	135.533	117.5279	2631.4721	567.5127	3088.8325	2131.9797	1244.6701
"TCGA.68.8250.01A.11R.2296.07"	6433.6555	1707.8207	267.1353	315.4657	8481.1072	348.4183	177.065	28159.9297	568.2557	3263.181	907.7329	2071.1775	1189.3014	2583.0404	1035.5888	9033.8313	1398.9455	122001.3181	569.8594	2172.6714	3941.5641	4812.2979	10311.5114	3073.8137	1806.239	6290.8612	887.0826	678.8225	1961.775	1659.051	295.6942	539.5431	141.0369	4210.8963	975.8348	5189.8067	3679.2619	1932.7768
"TCGA.68.8251.01A.11R.2296.07"	3034.6555	1154.071	153.2359	611.691	5662.2129	628.3925	395.4071	10276.8267	469.6075	2116.0752	674.3215	2249.6868	1087.6827	2646.3466	859.2902	4364.0919	749.0605	78410.0209	553.6534	1993.737	1148.643	3231.0021	5261.3779	2625.8873	1875.9916	4991.6493	773.6952	379.5407	1629.6451	500.6263	264.7182	655.1148	112.0084	4105.2192	888.1002	3176.618	3118.9979	1351.5658
"TCGA.68.A59I.01A.11R.A262.07"	3643.5965	1357.2348	128.5801	380.3213	7436.4643	415.2991	199.5209	22351.2676	194.6043	1725.24	572.4526	1799.1366	539.938	1643.9537	1132.0964	3342.0983	804.9806	110563.1539	468.012	1744.4531	1881.4082	3630.0685	4973.7359	1443.4475	1196.6328	2247.4429	918.2888	321.204	1324.7203	1231.6105	268.4911	194.5945	145.8227	2524.3089	720.2458	2862.2628	1637.5493	1379.8964
"TCGA.68.A59J.01A.21R.A26W.07"	3036.8695	1473.9947	128.9942	491.5937	5618.7199	423.5572	269.0001	40396.8145	542.9004	2076.0987	822.7313	2802.0844	1192.2721	1157.015	999.3118	8803.4608	1646.6424	166231.8356	657.1625	1960.8691	2212.1719	4603.6811	9226.2314	2702.1925	2014.7478	3168.2234	1115.7212	162.0293	1435.0605	1662.3734	743.683	536.0338	128.8959	5025.2679	633.1727	4275.6858	2629.0434	1678.891
"TCGA.6A.AB49.01A.12R.A405.07"	2117.6252	1088.5441	78.4168	346.3718	5826.2566	446.7156	254.5759	7909.6906	911.2998	1809.5327	871.8759	3015.8878	1234.2284	920.9328	847.3474	4486.1098	610.2388	228475.4511	394.6855	959.2121	1147.6354	3469.8132	8305.1194	3446.9943	1355.3842	2685.4966	678.6212	151.6306	1124.5935	987.457	714.299	758.1529	412.5244	3583.0159	986.7137	2705.5654	2388.925	1721.0815
"TCGA.70.6722.01A.11R.1820.07"	3122.7384	1207.8421	89.0122	622.5808	3955.1157	627.624	227.6997	10787.619	414.5471	2506.4616	851.037	1194.7299	661.4134	2353.401	907.5206	9298.1151	924.9196	113532.3709	288.47	2172.0986	1602.219	3858.4429	4034.0415	1670.8063	1134.9682	5631.4695	744.1215	231.7342	1491.5211	781.1889	364.8742	422.3665	103.1331	3108.1132	771.3547	4354.5357	3482.0652	1425.9598
"TCGA.70.6723.01A.11R.1820.07"	2507.6453	1508.1549	268.8583	3847.6045	3111.6208	337.156	441.1315	23624.6177	494.0112	1524.7197	972.7319	4812.946	634.1922	1410.0408	2036.4424	5035.1682	801.4781	102187.5637	365.6983	2664.1182	1596.84	3762.133	3750	1470.1835	3434.2508	5006.6259	716.8705	141.1825	1133.2824	612.1305	371.0499	422.7829	110.8563	3126.4016	681.7023	2060.6524	2301.2232	1203.1091
"TCGA.77.6842.01A.11R.1949.07"	3190.8233	981.1321	201.9726	1038.1647	5107.2041	577.187	290.3087	10472.9846	398.5463	2198.9708	676.2436	2311.7496	502.5729	2752.1441	839.1938	2528.7307	1265.8662	136628.2161	638.5077	2112.3499	1495.7118	3760.7804	3774.8714	1650.0858	1274.4425	6118.7822	816.4666	409.5197	1451.9726	755.1458	613.6364	538.5935	199.3997	3189.1081	1289.0223	3665.5232	3572.0412	1662.5214
"TCGA.77.6843.01A.11R.1949.07"	3402.1305	1027.075	162.8939	462.4945	6359.9645	355.526	239.2366	20806.4802	229.2943	2493.1203	687.5277	1699.9556	843.0049	1568.1314	1037.2836	7188.6374	1104.3054	67221.0386	492.6764	2077.2304	1845.9831	3683.7949	5712.3835	1835.3307	1332.4456	3104.3054	973.8127	393.6973	1660.0089	1306.7022	702.6187	297.8251	155.7923	4574.7892	1213.937	4539.7248	2198.4021	1711.9396
"TCGA.77.6844.01A.11R.1949.07"	2765.8331	1361.0086	149.1098	129.4096	6723.5254	430.3464	156.9219	24300.4748	493.4412	2876.5616	544.1317	1328.4015	743.8063	1442.1869	756.0782	4067.062	840.653	92430.0475	524.7712	1816.8294	1979.8651	3539.74	6471.839	2067.1571	934.3985	4546.6588	669.4654	227.231	790.3836	1934.6906	472.4639	416.4204	183.7548	2589.8904	483.6727	4266.1015	2713.1862	1733.6132
"TCGA.77.6845.01A.11R.1949.07"	2011.8508	1498.4315	193.4472	947.3684	4308.8184	355.176	159.9861	16253.747	508.9683	2184.0362	1319.6236	1315.4409	614.1513	847.6821	657.7205	3961.3106	593.2381	251074.2419	234.9251	1473.6842	1196.2356	2550.0697	3710.0035	1791.565	1020.9132	3735.0993	600.2091	130.359	1218.543	1225.8627	443.3601	373.9979	149.878	2226.5598	670.6169	2089.2297	2555.2457	1584.8728
"TCGA.77.7138.01A.41R.2045.07"	2436.9473	1048.1494	171.3069	591.5493	1472.6499	571.2414	221.7491	6846.7082	301.1038	1562.0701	1055.6829	1444.8084	830.6584	1324.5988	1372.093	3292.4992	897.4779	124810.678	371.4379	1440.8778	1014.0845	3068.965	2667.2126	2446.7737	1312.152	3054.0452	792.9905	265.3128	1348.1821	517.5237	100.8844	296.4297	108.7455	3046.5116	503.7668	2223.3868	2026.2037	997.3796
"TCGA.77.7139.01A.11R.2045.07"	3606.2656	1607.6896	178.3553	844.4286	4175.8633	353.1506	305.8028	26400.4984	680.3489	2452.4742	1199.7152	2254.895	1000.712	1169.8113	683.5173	7153.4354	750.089	111650.0534	372.0185	1410.4664	952.2962	3175.0196	7805.2688	3160.1994	1711.2852	3716.2691	554.2898	297.9708	1375.2225	1404.4144	816.6607	517.9779	138.4834	4334.2827	860.4486	3367.0345	2474.9021	1275.5429
"TCGA.77.7140.01A.41R.2045.07"	6945.87	2095.1489	306.799	1024.5364	3787.9753	720.7342	369.3576	49153.0249	991.725	3358.6814	1077.3553	2855.2163	1369.5449	2476.1191	2017.9809	12762.315	1202.4724	281427.9828	594.868	3870.7623	7932.9462	7283.3639	7766.623	6834.6132	2179.0597	10727.8517	1329.4624	473.8715	1746.7691	1016.6698	768.3087	1066.4919	100.7979	4902.0416	1231.3167	4358.4941	2296.3102	1511.519
"TCGA.77.7141.01A.11R.2045.07"	3333.7192	1941.534	264.8336	783.5022	5592.4747	450.6512	303.3285	16768.4515	322.4515	2981.7656	1227.2069	2066.8596	1082.7352	2061.0709	982.055	6155.7164	1338.9291	74721.563	317.8003	2120.6946	1512.301	6831.9479	6076.7004	1960.6368	1731.4038	3798.8423	696.0926	295.5137	2188.712	1572.2142	1387.2648	628.0753	140.9551	5027.2069	797.6845	3432.1274	2860.492	1709.6961
"TCGA.77.7142.01A.11R.2045.07"	5439.2472	4284.8971	435.0955	536.2118	7809.2075	966.5098	639.5424	42199.4649	760.3248	1967.3402	3301.7806	3626.9029	932.61	3949.4418	2027.4933	10202.0482	2886.6132	200937.3558	489.7131	5054.7098	4433.6193	8116.6307	6476.6122	3436.8484	2588.0616	10969.6466	1618.2305	704.124	2691.7612	2902.8508	900.083	1088.2923	296.9019	8641.3876	2419.7804	3499.2158	7098.0718	3106.1906
"TCGA.77.7335.01A.11R.2045.07"	4432.6438	883.5315	119.8892	670.4675	3556.9311	510.1808	167.454	30906.6623	373.3703	2115.654	1032.0899	1694.087	1175.4357	1309.6596	996.2535	6754.1945	1177.3905	124561.0034	470.4349	1458.218	2004.8868	3310.057	5825.7045	2892.3277	914.1554	2408.2098	596.8399	396.1557	699.1367	1348.7539	701.0914	263.8866	58.6415	2195.1458	686.1052	1821.7951	1671.9335	1202.1502
"TCGA.77.7337.01A.21R.2045.07"	4592.7567	2427.9506	258.0315	1014.4014	3557.9037	560.0341	246.7831	15005.3686	594.3553	2257.5202	1195.7392	3216.3613	1176.9919	2006.3059	1579.5484	5733.2765	1583.6387	157654.5377	463.5705	2816.8726	4533.1061	6344.5488	6751.4274	2612.3562	2524.755	5179.0371	1015.4239	537.8781	1627.9506	1025.9906	267.5756	719.5569	107.3711	6635.5347	804.0903	3299.1905	3439.9659	1272.4329
"TCGA.77.7338.01A.11R.2045.07"	3535.9971	1578.1138	142.9086	1815.3348	4161.6271	372.9302	281.8575	24978.0418	196.0943	1615.5508	1136.7891	2393.4485	585.8783	1895.9683	1043.5565	4296.2563	1175.306	60394.8884	264.9388	2759.8992	2699.0641	3611.8826	4069.4744	1484.1613	1179.9856	2678.9057	705.5436	218.5025	1062.995	809.5752	397.7682	137.149	85.3132	3734.7012	727.5018	2868.9705	1893.0886	1038.1569
"TCGA.77.7463.01A.11R.2045.07"	4475.2829	2167.456	130.2577	424.3489	4088.555	464.8016	273.0558	19780.9688	928.0417	2498.7637	1385.5052	1224.0989	1741.489	1355.5702	634.2984	7564.6561	1350.3113	196815.7652	727.3397	1703.4635	4218.0037	4141.5521	7962.3062	4748.7432	1163.8244	6252.3703	969.6514	214.3993	1745.1297	924.7489	159.3837	586.9688	174.7557	4900.0363	656.9519	4331.2713	3184.8416	1485.4234
"TCGA.77.7465.01A.11R.2045.07"	6271.4214	1820.1909	195.2788	261.1753	4953.4907	686.2883	681.0648	14255.7509	626.9453	4044.1989	1065.997	2254.5455	1683.1743	2155.2988	1405.9267	11702.662	901.2557	112542.8548	507.0819	3406.9312	2138.8247	7534.1236	6281.4666	4872.7273	2070.1155	5721.3461	1064.7916	745.7559	1551.783	1035.4596	143.0437	1017.3782	312.6067	4940.231	1340.0301	3949.774	3017.5791	1745.8564
"TCGA.77.8007.01A.11R.2187.07"	1676.8943	564.8346	170.2241	828.7086	4527.7481	343.6499	164.3543	3544.0235	276.2673	2135.8058	616.0619	1007.2038	698.5059	1507.7375	771.8783	3008.8047	760.6724	170833.5112	338.5806	1608.0576	653.9488	3386.6996	3440.5016	1242.7962	1271.0779	3129.6692	720.1174	171.825	826.0406	906.0832	104.5891	299.3597	129.4023	2183.2978	530.1494	2483.4578	2399.9466	1390.3415
"TCGA.77.8008.01A.21R.2187.07"	1658.6658	659.8245	98.9902	649.2303	4299.2882	358.881	102.632	5581.1952	121.4302	1873.5309	729.0184	1234.2327	482.0394	1520.2781	675.7159	1767.5881	855.1564	55793.4117	381.7249	1513.9878	1592.7827	3029.5084	3031.9484	1336.5337	582.685	1915.2458	609.1707	147.3266	1000.1655	758.1526	185.0687	93.362	130.1109	1754.6764	559.51	1878.4969	1320.3112	1088.2304
"TCGA.77.8009.01A.11R.2187.07"	3195.943	1289.8349	216.9499	1440.6828	5697.3074	324.7469	449.1541	26065.5121	514.6763	1360.6826	785.0874	1931.193	804.3451	1549.4968	1246.4449	5221.0346	1534.2425	139375.7267	202.3736	1600.6834	2388.4827	4230.1364	5927.8167	1843.3961	1362.3775	6910.5319	439.6625	219.6618	1056.9527	1157.97	907.7997	531.8662	176.2379	3038.3154	608.1377	2957.6371	2120.3462	1223.055
"TCGA.77.8128.01A.11R.2247.07"	3831.2734	1709.4909	158.7482	447.6698	8405.4882	416.8273	346.5245	26240.6168	701.744	2412.0649	2261.0273	2793.0604	952.2531	2051.4798	1112.5978	8501.6442	1025.5131	152455.834	826.8511	2126.7717	2721.397	4546.647	8681.2564	2278.2628	1741.2405	7316.4758	787.3909	446.3091	1570.6996	1577.0496	720.7166	637.2605	216.8046	4993.7635	1620.5919	4149.2233	3507.8807	1840.5715
"TCGA.77.8130.01A.11R.2247.07"	2717.0795	805.7366	82.1382	699.4785	4747.7184	512.3859	179.2699	15010.4302	195.4107	3215.1239	1039.7653	2433.5072	726.8579	1720.9909	970.013	2564.5372	1074.3155	118060.6258	426.3364	1451.7601	2166.2321	3370.7627	5990.2216	2383.3116	1414.6023	1962.8422	717.7314	235.3325	1009.1265	779.661	244.4589	157.1056	73.0117	3275.7497	704.6936	3453.0639	1887.8748	1047.588
"TCGA.77.8131.01A.11R.2247.07"	1833.1025	762.4654	60.9418	822.7147	3594.1828	434.903	185.5956	9483.3795	303.9958	1886.4266	740.3047	1457.7562	651.662	1243.0748	704.2936	3930.7479	920.3601	114572.7147	414.8199	1531.856	1378.1163	3403.0055	5019.3906	1741.6898	959.8338	2662.0499	646.1219	253.4626	913.4349	246.5374	227.1468	207.7562	100.4155	1966.759	592.7978	2412.0499	1963.9889	971.6066
"TCGA.77.8133.01A.12R.2247.07"	5328.2609	1923.913	219.5652	481.5217	8268.4783	519.0217	299.4565	49865.2174	722.4674	3004.8913	1278.8043	2536.413	765.2174	1992.9348	1027.7174	6607.0652	1843.4783	86450	950	2571.1957	2681.5217	5853.1141	8886.9565	2468.4783	1348.3696	7879.3478	1071.7391	365.2174	1522.2826	1677.1739	1226.087	622.2826	221.7391	3533.6957	1198.3696	4126.087	3473.913	2025.5435
"TCGA.77.8136.01A.11R.2247.07"	2356.5107	859.6713	128.3186	778.7611	4388.7484	324.2731	176.359	11258.5335	393.7737	1584.7029	615.0442	1419.0898	625.158	1120.1011	958.2807	2895.0695	697.2187	85833.7547	517.6991	1444.3742	1939.9494	3942.8192	4317.952	1468.3944	852.7181	3575.2212	682.048	398.2301	662.4526	647.2819	210.493	540.4551	78.3818	1897.598	735.7775	2099.2415	2121.3654	1213.0215
"TCGA.77.8138.01A.11R.2247.07"	4282.3334	2274.9129	324.5493	1532.56	9365.9171	597.5634	273.0141	42653.3902	583.3851	4606.2692	1489.614	1881.6499	1576.1195	1575.506	2547.3135	9800.2856	1047.2698	217029.6374	687.7501	3174.3256	5424.0844	9858.594	15052.5859	4134.4763	2416.0213	8200.8525	1571.8249	165.649	1613.544	1958.3393	1314.1487	492.0389	294.4871	7264.6289	1171.1998	6427.7947	4898.9158	2529.5216
"TCGA.77.8139.01A.11R.2247.07"	1342.0236	890.7511	413.4078	606.4556	4237.7405	481.6884	199.2551	13691.496	265.2514	1423.9603	446.9274	2342.6443	615.7666	1473.6189	844.8169	2022.3464	487.275	60259.4662	286.1577	1472.9981	1539.4165	4752.4084	4312.8492	1629.4227	2330.2297	3849.162	528.8641	347.6102	680.9435	524.5189	72.005	522.6567	65.7976	2098.6965	513.3457	2369.9565	2366.2322	1731.8436
"TCGA.77.8140.01A.11R.2247.07"	2729.6942	1300.3189	93.791	348.9026	4077.2838	259.6136	347.402	25417.3701	237.0137	2689.9268	700.0563	1911.0861	759.3322	695.5543	1084.2243	7298.4431	635.528	49983.1176	657.2876	2186.4566	1643.9692	2065.7363	7319.4523	2241.2305	1367.0981	2951.7914	873.3821	167.3232	1229.0377	919.9025	1582.4423	333.1458	131.2024	3049.3341	934.1587	3089.8518	2168.4487	1439.1296
"TCGA.77.8143.01A.11R.2247.07"	3907.3064	1533.1946	205.9857	468.8584	3785.7335	415.6416	230.3003	18895.1778	691.4652	2369.983	786.3242	1730.005	1032.1537	1455.6632	649.6121	6806.2461	870.2783	119651.5675	448.6727	1449.2405	2710.387	3304.282	6526.3991	1874.5161	1637.7931	5577.2131	681.7256	140.3823	851.0101	1494.6582	921.2013	597.7715	184.4238	2677.8147	566.5755	3535.2475	2985.6464	1351.9822
"TCGA.77.8144.01A.11R.2247.07"	2627.197	627.197	221.0916	938.4829	3505.5504	540.2405	301.1101	4720.1665	572.914	1885.7539	946.8085	2320.074	1231.2673	1633.21	1079.0934	8121.1841	950.0463	172199.8196	147.086	1368.6401	812.6735	3665.6707	6926.457	3239.593	1474.5606	4990.7493	727.5671	173.4505	1038.3904	518.9639	43.4783	398.7049	96.2072	4422.7567	611.9334	3192.877	2976.8733	1178.0759
"TCGA.77.8145.01A.11R.2247.07"	2181.4346	886.0759	75.9494	425.3165	4924.8945	352.7426	118.9873	11708.0169	206.211	1806.7511	358.6498	1286.0759	427.8481	1236.2869	680.1688	2102.1097	896.2025	75447.2574	325.7384	1216.8776	1206.7511	2601.6962	4613.5021	1134.1772	728.27	1769.6203	625.3165	203.3755	933.3333	1332.4895	196.6245	211.8143	104.6414	1770.4641	537.5527	2123.2068	1340.0844	958.6498
"TCGA.77.8146.01A.11R.2247.07"	2234.7741	1229.8625	217.0923	431.2377	5184.6758	400.7859	163.0648	12855.5992	327.9273	1953.831	734.7741	1145.3831	786.8369	812.3772	843.8114	2412.5737	573.6739	115755.4028	542.2397	1495.0884	1648.3301	3519.332	5769.1552	1922.3969	1287.8193	3134.5776	606.0904	250.4912	937.1316	1393.9096	248.5265	231.8271	111.002	2203.3399	520.6287	2718.0747	1982.3183	1298.6248
